,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,fname,label
12,-457.01553,108.86489,8.32751,18.022263,7.9310975,4.1923776,2.282942,-0.045608167,-5.6843615,-5.693567,-5.640986,-4.194293,-7.159329,-6.3997884,-7.85362,-5.183542,-3.0943646,-3.3070648,-5.31631,-2.6504939,-2.753058,-2.8731585,-3.8042707,-0.95803547,-0.6799087,-0.13369152,-0.31624538,1.630603,0.20737588,0.7396154,0.5457069,2.6767862,1.6258422,2.1108613,1.3433425,2.010644,0.7126697,1.1579314,0.36266854,0.51202613,-0.5203397,0.4613195,-0.8438666,-1.3529708,-2.3596385,-2.3368115,-2.8910346,-0.23200154,-1.4588357,-1.4323844,set_a/artifact__201106031558.wav,artifact
13,-243.79643,116.98747,-17.936327,-35.172546,-19.029058,29.297672,49.47535,36.126522,-7.967508,-40.871895,-21.9074,21.390596,24.32371,-7.057993,-19.488874,-10.356531,-11.812623,-5.65018,11.112209,10.493565,-15.140693,-21.076387,-9.520543,-2.8230147,8.475874,6.058278,-10.54128,-11.349995,-14.409159,-3.1401882,13.087075,2.559416,-10.083149,-6.4465923,-2.6503701,0.90384895,2.8039196,1.5225868,-7.107568,-5.434584,0.25119883,0.6319246,1.6390978,1.0201206,-4.228198,-2.682117,0.6417862,-0.90654844,1.1966583,3.3958576,set_a/artifact__201106040722.wav,artifact
14,-390.76743,96.086945,-3.5903962,8.008718,-0.6691723,-1.0158638,-5.7185035,-2.2433193,-6.4846992,-5.286513,-7.329094,-4.9662104,-6.483792,-3.8765082,-5.435746,-3.983492,-5.3505645,-2.423624,-3.354633,-2.208486,-3.1214468,-1.2001529,-2.9229414,-1.4594171,-2.7562315,-0.4249804,-1.865761,-0.47126532,-1.7103293,-0.5341622,-1.6257334,0.3534739,-0.6630877,0.53974247,-0.4812521,0.65492016,0.047655597,0.8182748,-0.26417673,0.69001275,-0.247928,1.046783,-0.12702797,0.79087806,-0.32770887,0.3943592,-0.15926374,0.9184061,-0.29576835,0.62530375,set_a/artifact__201106040933.wav,artifact
15,-399.8658,126.562584,3.3266191,8.199961,7.4223104,6.9981184,0.9624587,0.46414384,-2.69483,-3.4541557,-5.2948365,-4.1924744,-5.6729574,-4.0718083,-4.852464,-3.297264,-4.5241113,-3.6777115,-4.333336,-3.2314038,-3.6934109,-2.8662984,-3.4389498,-2.6424341,-2.994119,-2.1187298,-2.7613463,-1.8758132,-2.3267407,-1.1993876,-1.4935461,-0.8043398,-1.2583706,-0.31797743,-0.96734554,-0.4060779,-0.8931948,-0.17447564,-0.70209336,0.19814776,-0.1818627,0.184365,-0.61820745,0.1640053,-0.42723486,0.003800783,-0.28761646,0.6163225,-0.28974468,-0.024756726,set_a/artifact__201106040947.wav,artifact
16,10.20157,77.54397,-25.60924,12.649131,-5.1175947,1.3568006,-7.8379593,-1.3642657,-6.7210326,-3.7871037,-7.074802,2.5743163,-2.9577813,0.5863754,-2.0209153,1.0133654,-2.9786713,0.10016695,-0.8887904,1.9245343,-4.6365733,1.6715689,-1.7725723,2.4236667,-2.7589679,1.2664543,-1.7969989,0.32733822,-1.899152,2.0050182,-1.8559601,1.5028844,-0.9970749,1.4217484,-0.69515425,2.2959583,-0.63702273,1.8255644,-0.2979162,1.6556654,-0.75755113,1.9450585,-0.78239644,1.247704,-0.7651675,0.44382882,-1.0126925,1.5430515,-0.7163827,1.6911086,set_a/artifact__201106041452.wav,artifact
17,-477.39706,135.38368,-9.966422,4.823691,-9.338234,1.4893901,-6.3001494,-1.3595755,-5.911422,-3.0971603,-3.8090606,0.8476887,-4.78159,-4.9870224,-3.4762177,-0.12641317,0.6462629,2.007914,-1.7063262,-0.50814617,-4.7466,-0.6204199,-2.1145494,-0.9183226,-2.975077,0.57512873,-1.9602419,0.045471802,-0.90355307,-0.35989562,0.99628913,1.552591,-1.3159494,0.7393218,-1.1182616,2.0545757,-1.0476619,1.3038031,-1.9855813,-1.4858556,-2.304738,0.4284926,-0.9067781,-0.53435874,-1.2502958,1.4246604,0.08649488,0.923644,-1.5169445,1.7500827,set_a/artifact__201106050353.wav,artifact
18,-341.42148,93.34315,35.815056,35.986885,26.11389,24.656185,24.321117,14.2254,13.530321,16.698929,13.294461,9.302367,11.301451,10.257305,5.966925,10.593621,6.669463,6.2058735,7.189231,5.559726,5.210476,5.996896,4.0013804,4.4658303,3.8641503,3.9353247,2.7515562,3.229485,2.8373857,2.0332253,2.066832,2.5201724,0.5829155,1.8303946,1.2153138,1.826203,0.78178483,0.8844685,1.0970732,0.356141,-0.052553587,0.9154853,0.20242713,1.1643668,1.3192215,0.9698885,0.08067685,0.83471376,-0.20933506,0.18401265,set_a/artifact__201106061233.wav,artifact
19,-339.05667,108.697586,-50.49857,30.507198,-18.117369,-4.7042933,-8.301524,2.4640877,-4.33513,-1.7638998,-21.907202,-6.727576,-5.1281466,0.019409731,-12.619889,1.2945762,-7.145846,-4.677009,-5.420755,4.289588,1.5059406,4.029088,1.1099714,3.1770856,-1.4615147,0.7502922,-3.3558574,7.0669174,0.87773746,-0.1124531,2.515805,3.3618176,-0.85322374,2.4783967,-0.016810564,7.0098605,4.3513346,2.57438,-1.5441045,0.21486825,0.83591783,3.0707839,3.091407,4.234144,0.31399184,2.259056,-0.0040500285,0.2984198,1.4679561,4.5774765,set_a/artifact__201106070537.wav,artifact
20,51.46316,72.20821,-34.418655,12.714416,-12.110739,-0.7894608,-6.4347115,0.17276874,-4.8385077,0.8446045,-5.424519,0.12616517,-3.9976175,-0.12768571,-4.407577,-0.28635526,-3.0627058,1.6044682,-2.6410403,0.2989856,-4.2056103,-0.67640126,-2.916262,1.1188788,-2.7612765,0.6424418,-2.4144728,0.5021562,-3.4030604,1.0130359,-1.1391256,1.5054971,-2.2775955,1.8272017,-1.019604,1.0842113,-2.1669972,1.4099292,-1.3194702,1.1981697,-1.3779855,1.1861936,-1.6374547,1.4610597,-1.0583329,1.9692688,-1.1128536,0.7418926,-1.1624722,1.2569152,set_a/artifact__201106070949.wav,artifact
21,-203.18532,119.57405,-59.066364,27.271645,-28.754143,-5.004297,-24.485878,-4.225036,-7.082329,-8.759812,-11.653044,-4.196396,-10.279967,-3.6721337,-4.499005,-2.6743362,-7.3470874,-4.8254585,-7.653662,-4.2035947,-6.42409,-3.1745486,-5.8316035,-1.8929204,-4.363082,-2.6743944,-3.2213736,-0.3435951,-1.0752157,2.3919759,0.0692961,2.250906,-1.3962716,1.0875323,-0.6281354,0.78249294,-0.28950423,2.073583,0.57671386,1.6444521,0.36551982,2.5110092,-0.038591757,3.8122776,3.4863546,3.7158153,0.46258172,1.7937018,-0.9650064,0.76424086,set_a/artifact__201106101314.wav,artifact
22,1.6278995,46.911602,-26.283733,8.769968,-6.475477,2.0129714,-4.3785896,1.6504389,-2.746722,1.1747283,-1.9984367,1.5281388,-1.7351543,2.1662629,-1.8156655,1.2413777,-1.2089795,1.2512656,-1.7047462,1.9354643,-1.5084933,2.1405077,-1.3503729,0.95235145,-1.0881015,1.6206905,-1.4554305,1.8527924,-0.46109387,1.65769,-2.1504626,1.028583,-0.9013874,1.9525,-1.1457787,1.1411872,-1.2000227,1.5623242,-0.98405135,0.8488848,-1.0959518,1.7795105,-0.95980936,0.7318563,-1.2708306,1.2046926,-1.1828333,0.9156334,-1.7449886,0.77232206,set_a/artifact__201106101955.wav,artifact
23,-340.96393,97.1488,-9.71575,3.637792,-7.1722054,4.0528426,-5.0144906,-0.8574817,-4.1583242,-2.917892,-7.584535,-4.311451,-6.236874,-4.2612033,-6.3192077,-5.0865216,-5.3109045,-4.219997,-4.7224817,-4.4087353,-4.259441,-2.8463924,-3.2353346,-2.5929804,-3.018811,-2.135219,-2.8835108,-0.89016676,-1.9992844,-1.2366982,-0.9823328,-0.043205753,-0.3241266,0.1034107,-0.12150513,0.18646331,-0.3080983,0.4684574,0.0446692,0.75620955,0.069737874,0.29092896,-0.081161045,0.8421917,0.39419878,0.66830665,0.45574677,0.82567775,0.31643802,0.20361927,set_a/artifact__201106110909.wav,artifact
24,-281.80746,6.4557905,15.543334,3.6920838,-11.967412,-9.961118,-15.116204,-10.585365,-32.86112,6.805276,-17.4819,8.289476,-8.371152,20.737354,15.96858,24.121632,-12.995044,-9.68971,-10.146838,-5.2644444,-1.052625,-14.872327,-6.437038,-23.275894,18.381514,2.6149197,6.0017486,2.3260777,21.238094,11.003289,-2.3351994,-4.9818296,-9.797874,13.47297,-14.219887,10.362902,-9.649772,-5.018543,-2.2101083,13.807109,1.9730908,1.245062,4.611718,6.907976,-0.42423043,-3.159177,3.007662,-8.205078,4.875348,-0.21697731,set_a/artifact__201106111119.wav,artifact
25,-144.74216,194.07925,-32.41991,12.271115,-2.9643605,8.231263,-6.2901497,-3.899404,-5.5606184,-1.374429,-7.958612,-7.331319,-9.778154,-12.934835,-14.625256,-13.638795,-14.81584,-11.057494,-13.531267,-10.052469,-11.1941395,-8.180189,-10.945591,-8.464232,-5.573362,-4.766235,-6.7856445,-6.4480586,-6.977752,-1.6069103,-0.33884495,-2.7762115,-2.5881076,0.34996095,-1.3190677,-1.4845263,-0.44917262,1.9047496,1.2266043,-0.22852473,-0.96188456,-0.17637661,-0.4223484,0.49540123,-0.7249163,-0.46460825,0.70669234,1.8010057,1.7248155,3.0483263,set_a/artifact__201106121242.wav,artifact
26,-994.7417,-15.164595,15.28841,-12.136607,8.760797,-4.671316,1.4914063,1.0357268,-2.9338605,3.589155,-3.6961482,3.1587586,-2.6744819,1.8397093,-1.4241917,0.9541697,-1.2125162,1.2354132,-1.5706033,1.6489445,-1.8112187,1.7942042,-1.6702498,1.4151042,-1.3420188,1.1655723,-1.1410885,1.1439054,-1.1787446,1.2917678,-1.3525907,1.382427,-1.1942413,1.3308899,-1.1422386,0.9825515,-1.0144919,0.93135285,-0.8854397,0.9110695,-0.907228,0.97883797,-0.9240389,0.94626784,-0.920259,0.8977779,-0.80224717,0.8265491,-0.8290713,0.8040222,set_a/artifact__201106121445.wav,artifact
27,-327.04553,145.84106,32.120514,-20.882168,-23.394943,-30.812983,-43.82776,-40.54166,-30.656507,-29.21416,-30.579866,-25.388988,-16.8508,-9.515165,5.093456,31.200361,51.27552,46.85774,24.960836,1.7326028,-15.578858,-17.628366,-1.0864227,12.103476,2.0370033,-13.298111,-9.798466,1.8680303,1.5597037,-6.485047,-7.259177,0.33113667,6.458524,6.3123755,4.6998425,6.008927,5.995985,1.0045195,-3.471954,-2.9940996,-1.4169021,-1.3531276,-0.9460115,-0.46822515,-0.924626,-0.53992313,1.0080577,1.5855707,1.0497131,0.3557718,set_a/artifact__201106131834.wav,artifact
28,-336.29938,140.39594,32.15401,-21.312916,-20.223482,-19.02005,-31.170124,-38.044064,-35.179817,-30.791983,-28.303585,-25.24938,-20.09391,-14.637734,-5.2022605,17.589106,47.319637,60.23204,46.572155,18.420317,-10.343014,-24.856215,-12.52244,10.01596,9.721949,-10.476214,-17.329834,-4.283753,4.0448003,-2.9486318,-10.203273,-4.6481986,7.1007547,9.818309,3.0083828,1.1058811,6.3623085,5.5321727,-1.4834589,-1.9932779,1.8590049,0.010926316,-2.7925088,-0.14823005,1.3853333,-0.92592406,-0.6415193,1.5845306,0.5058431,-1.3962138,set_a/artifact__201106131835.wav,artifact
29,-522.86896,81.40974,-4.572029,12.049651,-3.3839443,3.8645618,-5.444901,0.115110375,-4.1473584,1.5036592,-3.0795496,1.7676104,-3.0732572,1.4438063,-3.356089,0.7010317,-3.9264457,0.08831689,-3.18289,1.0058043,-3.0397706,0.91700476,-2.855451,0.9493405,-2.8017094,0.75189006,-3.1344523,0.16151692,-3.6802871,0.03609102,-3.200259,0.3484763,-2.9294696,0.47449255,-2.5355856,0.45253798,-2.894873,0.07319822,-3.0449748,0.062465668,-3.1169465,0.10794828,-2.174528,0.85575247,-2.062226,0.70223856,-2.0794713,0.5367158,-2.4320383,-0.24238037,set_a/artifact__201106141701.wav,artifact
30,-449.47504,65.09853,-18.179733,10.582741,-10.147495,0.65081954,-12.777777,-3.5233915,-7.1830087,0.91003525,-6.392339,-1.2153472,-5.0354247,0.5101045,-6.1778274,-2.1052935,-5.3806314,0.6917803,-4.9117546,-1.5932587,-4.305426,1.6500623,-1.8126471,1.640911,-2.723442,2.191849,-1.0783939,1.9374994,-1.746307,1.9813703,-1.6196302,1.1388831,-2.6006987,1.4383107,-1.7532364,1.5272334,-1.0959406,2.9568503,0.19546755,2.862679,-0.84943104,2.3396184,-0.6965736,1.5884123,-1.6140206,1.2703103,-0.7451198,2.1096983,-0.75909567,1.7500383,set_a/artifact__201106161016.wav,artifact
31,-283.83783,163.82402,14.762976,23.532063,17.791708,6.1682596,-7.8138433,-1.3309839,5.2805653,-8.837839,-16.215828,-11.284468,-4.617637,-7.0713644,-10.74866,-4.762397,-1.7514837,-4.6850543,-9.796064,-4.125428,-0.5582378,-1.9523782,-4.394338,-3.3091166,0.2321657,-0.68894935,-3.7259257,-1.5187513,-1.3344612,-1.173948,-3.161417,-3.5546312,-1.1713583,-1.2850213,-3.0593066,-1.9621587,-1.7698792,-0.9794332,-1.739964,-0.93753964,-0.6335023,-0.49770832,-0.71991885,-0.7297483,-0.6186646,-0.08668393,-0.42588696,-0.5259849,-0.6218913,0.07231684,set_a/artifact__201106161019.wav,artifact
32,-464.76263,144.347,-37.50067,-9.775258,-4.6990814,11.512752,1.3688009,4.698596,-12.697135,-6.680227,-8.6088705,-4.3806753,-9.807754,-1.3669987,-3.708376,2.0327048,-8.144374,0.64153814,-2.1302552,0.26832607,0.1735003,5.7284164,-2.438133,2.5168076,-1.400487,2.2430527,-0.45052275,3.799952,-1.383482,1.7855672,-1.3522837,0.85324466,-2.9994633,1.3634037,-2.103635,1.7250051,-0.41117662,2.9485624,-0.5655815,2.742214,0.81011856,2.9136012,0.58363825,3.4986994,-0.5115863,0.9871878,-1.057883,2.1479237,-0.3362273,3.4490986,set_a/artifact__201106161219.wav,artifact
33,-334.79962,111.32747,2.425067,13.760116,-13.97589,12.354224,-12.312649,7.2393055,-7.8158727,4.469305,-7.50636,-2.59756,-4.8552666,-3.7950904,-5.04613,-3.4525223,-8.271986,-2.977207,-8.3241205,-1.317478,-5.885984,-1.7276506,-4.8893123,-1.6629848,-3.7033987,0.4550391,-4.010321,-1.7593802,-3.94052,1.1581148,-2.3925037,2.781939,-2.1408248,1.9237297,-2.7863343,0.5715581,-1.8079796,2.6389022,-0.598556,1.430559,-2.2575712,0.25447115,-2.4005377,0.6226063,-2.1263378,2.1759534,-1.0247153,2.2258756,0.1321678,2.9132266,set_a/artifact__201106171003.wav,artifact
34,-459.30533,69.77725,11.603219,17.427755,6.0100536,7.6761928,-5.2254143,1.9112023,-6.8154964,-3.6514747,-9.525003,-3.22337,-6.3828425,-3.0368543,-8.934908,-2.5665061,-5.8215213,-0.69004524,-5.538019,-0.22291581,-5.489693,-1.0885284,-4.5653377,0.39238182,-3.2811947,-0.27569717,-3.2338283,1.5276318,-0.9640281,2.286575,-1.596814,1.6000857,-1.9528483,2.5553424,-1.2369471,3.0690389,-1.2977821,1.8745382,-2.1048489,1.8365169,-0.5730748,2.0402238,-1.0424595,1.4499862,-1.1204976,2.5850527,-0.555663,2.1020312,-1.1287506,1.9754623,set_a/artifact__201106190520.wav,artifact
35,-858.952,21.150421,2.1823363,-5.488602,2.6051826,-2.4875371,1.586383,-0.5038716,-3.9624138,0.83965886,-3.9828632,1.8449861,-2.8224938,2.493732,-2.2661486,1.4223558,-1.9970894,0.28754023,-2.4665687,-0.3689389,-2.1222484,0.7612956,-2.0019596,1.8490188,-1.8773414,1.2310696,-0.80931824,1.1420677,-1.4198376,1.2712376,-1.1465586,0.6106173,-0.99079007,1.2973182,-1.1639572,1.2730728,-0.7395525,1.1313736,-0.93632317,0.95534766,-0.6321007,0.57817185,-0.9017572,0.9179291,-1.1699616,0.93415767,-0.319822,1.374116,-0.59933126,0.78699595,set_a/artifact__201106211041.wav,artifact
36,-412.5558,88.35667,-13.863415,15.064425,8.399668,0.47515443,-9.72471,-6.5973654,-11.016769,-4.524577,-10.3781595,-3.9713852,-10.243738,-1.1214682,-4.8035493,1.9258225,-0.1095386,-0.88341105,-4.418257,-0.35467753,-1.9761546,3.6234515,-1.281566,1.3508246,-0.60258895,2.3498125,-2.6863549,2.5268488,-0.63135993,-0.40544632,-2.3959656,5.8046002,0.8827091,-0.38107783,-2.3371565,1.1387348,-3.1933725,-1.5815463,-2.855003,-1.3914644,-5.709595,0.5343541,-1.623918,-0.91353786,-1.114508,3.168835,-1.9427992,3.8887725,4.5847683,2.3139095,set_a/artifact__201106211430.wav,artifact
37,-12.481976,93.99735,-50.461147,15.47303,-11.331648,-12.672036,-18.142942,-12.022515,-15.6002445,-0.8334106,-6.138358,-3.044143,-7.4587646,-3.900468,-2.4433002,-1.3592913,-5.8830867,-0.636948,-1.7341915,1.2932985,-0.39881426,1.8715079,-1.8728812,0.6109308,-2.8651288,-1.1418948,-2.6358876,0.27640697,-0.7550945,2.9737139,-0.30114388,1.1425618,-1.3283613,2.1081924,-1.1534566,0.7126262,-1.748726,1.055141,-0.8203781,1.8126373,-0.52679205,1.3527557,-0.43827203,1.3702375,0.5607767,2.5045445,0.5087536,1.0482731,-1.7304093,-0.1111276,set_a/artifact__201106212112.wav,artifact
38,-315.9823,162.5086,47.634575,-3.5936525,-10.457385,-10.858123,-26.620474,-39.728756,-35.50335,-22.196863,-18.482752,-21.299332,-21.555992,-17.323092,-13.8073225,-8.699948,0.38838446,10.022292,15.092873,17.43875,18.77529,16.347408,7.215848,-1.7897097,-3.916892,-1.1152347,-0.7719663,-2.808936,-2.1870599,1.7059203,3.3763063,-0.09980629,-4.637565,-4.1640644,-0.28931278,1.8315424,0.8240824,0.020856287,0.5884406,0.49746868,-0.9577242,-1.2369238,0.52393764,2.065999,1.1782092,-0.05492236,-0.2238308,0.03476237,0.10367871,0.42209807,set_a/artifact__201106220340.wav,artifact
